utla,GSS_NM,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23
E09000002,Barking and Dagenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,4,8,9,10,15,19,24,29,33,42,52,60,71,83,94,101,113,124,135,146,164,185,207,222,228,244,255,277,295,310,320,324,339,356,369,380,390,399,404,415,423,433,437,437
E09000003,Barnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,7,8,9,9,10,13,16,27,32,38,44,54,65,72,86,112,133,151,176,206,245,290,345,399,433,463,505,550,587,652,690,728,768,806,850,899,933,954,974,991,1013,1033,1054,1067,1081,1093,1102,1111,1130,1134,1134
E08000016,Barnsley,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,4,6,7,7,9,12,17,18,22,29,42,58,68,89,104,118,131,146,179,205,219,228,240,242,255,276,292,311,336,360,381,413,440,451,460,476,485,507,508,508,524,530
E06000022,Bath and North East Somerset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,5,5,10,13,16,17,19,23,26,30,35,39,41,47,52,52,57,61,65,66,71,82,90,98,109,125,135,137,143,152,159,163,169,173,183,184,188,191,192
E06000055,Bedford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,7,7,8,13,24,32,38,47,62,67,70,77,90,101,113,132,138,143,157,173,193,214,230,239,249,265,285,298,318,334,344,348,356,361,361,361
E09000004,Bexley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,13,17,20,21,25,31,36,41,49,53,63,80,93,112,123,142,152,166,181,201,230,247,272,294,312,336,376,392,408,422,435,441,451,474,486,507,518,527,542,555,560,561,561
E08000025,Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,4,5,9,15,22,36,43,55,70,94,126,161,213,243,269,334,401,460,554,624,704,809,932,1063,1171,1273,1353,1435,1505,1569,1654,1742,1803,1868,1899,1949,1994,2076,2155,2235,2324,2383,2434,2486,2535,2552,2552
E06000008,Blackburn with Darwen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,4,7,11,12,14,18,22,30,38,46,54,66,75,85,93,103,116,127,143,155,165,177,188,204,214,225,230,244,249,257,265,265,265
E06000009,Blackpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,6,6,6,7,8,8,9,10,11,15,17,22,26,32,44,49,67,75,89,92,98,108,121,132,148,163,174,189,197,210,226,246,269,290,311,332,333,333
E08000001,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,3,5,6,7,7,9,12,13,16,18,20,21,24,26,31,36,42,49,60,63,80,102,127,144,179,202,217,248,269,311,349,377,407,427,459,488,518,541,567,582,605,622,639,643,643
E06000058,"Bournemouth, Christchurch and Poole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,5,5,8,8,9,9,9,10,11,12,12,15,16,17,22,27,36,45,52,58,71,77,92,104,115,123,135,153,172,187,204,226,233,255,269,287,295,321,334,346,354,363,370,371,371
E06000036,Bracknell Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,4,5,6,6,7,8,13,15,17,18,20,23,25,30,34,37,46,56,59,69,76,80,83,94,104,107,111,120,127,142,152,157,162,168,173,175,180,183,183,183
E08000032,Bradford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,5,5,7,7,7,10,12,12,14,17,20,26,35,42,52,72,86,106,129,149,170,189,213,234,262,298,331,368,396,414,431,453,466,483,522,538,570,590,597,618,643,666,669
E09000005,Brent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,6,10,20,30,33,40,48,58,81,103,125,146,164,190,236,264,310,354,402,434,487,544,589,644,702,758,807,844,881,909,952,980,1020,1042,1068,1094,1128,1154,1188,1218,1242,1256,1272,1287,1289,1289
E06000043,Brighton and Hove,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,6,6,6,8,8,10,12,12,16,18,21,24,27,31,38,44,53,65,73,82,88,94,113,125,136,149,160,170,186,205,211,222,230,241,250,263,278,289,304,316,324,331,337,337,337
E06000023,"Bristol, City of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,4,4,5,8,10,11,11,15,22,24,28,36,41,50,54,66,80,94,104,116,133,151,168,183,203,213,227,240,261,289,306,324,350,364,380,397,419,447,461,474,486,507,521,541,543
E09000006,Bromley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,5,10,16,20,26,34,40,49,62,68,86,102,126,161,191,216,245,275,307,329,368,412,461,498,528,561,587,624,660,703,734,757,780,791,822,842,866,891,913,925,934,946,958,959,959
E10000002,Buckinghamshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,5,7,14,18,28,34,37,39,48,54,60,66,73,84,96,104,113,136,146,163,184,195,224,247,266,298,322,343,356,382,419,451,473,499,518,525,546,567,592,620,649,667,683,694,709,709,709
E08000002,Bury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,4,4,4,4,7,7,7,8,10,12,14,15,17,24,27,35,38,52,61,71,78,94,100,116,124,142,153,168,181,193,207,217,233,249,258,263,267,291,305,333,346,352,374,382,382,382
E08000033,Calderdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,5,5,5,5,5,7,7,9,10,14,20,26,31,40,52,57,63,74,86,94,97,107,113,122,128,139,142,150,156,164,176,181,189,193,195,199,205,209,210
E10000003,Cambridgeshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,5,6,10,14,14,16,17,18,27,34,43,52,57,71,88,105,117,135,144,156,181,201,214,236,253,272,298,317,343,370,400,424,438,451,464,484,498,528,554,562,578,599,621,624,624
E09000007,Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,6,7,9,19,24,29,30,33,36,40,50,55,61,76,87,102,122,144,172,192,203,209,226,244,263,288,307,329,345,362,381,403,420,430,439,447,460,469,489,499,509,523,528,535,541,543,543
E06000056,Central Bedfordshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,6,11,11,11,17,21,23,26,32,42,51,57,65,77,87,92,103,122,136,159,173,185,201,221,239,255,272,290,304,321,330,346,359,365,387,398,400,411,424,427,427
E06000049,Cheshire East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,10,11,11,15,19,23,24,27,32,34,41,53,63,77,85,98,110,128,159,187,201,220,247,280,308,340,377,405,434,453,484,512,538,572,602,626,647,667,687,702,702
E06000050,Cheshire West and Chester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,5,6,6,6,8,10,11,13,17,20,21,24,29,33,38,43,60,71,94,110,128,157,183,219,250,282,313,343,371,399,424,439,466,481,503,524,544,577,590,608,625,662,665,665
E09000001,City of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,6,7,7,8,10,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,15,16,16,16
E06000052,Cornwall and Isles of Scilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,5,5,6,7,8,8,9,10,11,14,16,21,23,29,32,35,41,44,48,59,74,84,95,106,126,147,164,182,197,208,227,241,257,275,287,300,320,341,351,359,384,398,411,417,425,435,438,444
E06000047,County Durham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,5,7,9,12,15,18,28,34,47,61,75,94,106,126,148,200,236,273,304,330,416,479,532,590,646,697,726,771,809,853,890,927,973,1000,1050,1095,1112,1115
E08000026,Coventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,5,7,7,7,7,13,17,21,26,27,36,42,53,72,88,107,120,138,155,178,207,235,255,277,295,305,330,352,362,387,402,417,438,456,469,491,507,527,539,544,569,590,591,591
E09000008,Croydon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7,15,20,34,40,53,74,89,98,123,148,172,208,235,278,322,364,386,412,468,515,570,650,698,743,779,821,866,922,965,990,1012,1038,1064,1112,1148,1179,1198,1222,1230,1255,1267,1268,1268
E10000006,Cumbria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,5,8,9,9,12,18,25,31,32,44,56,79,105,117,140,156,183,228,275,325,378,407,456,490,558,632,699,743,795,874,971,1043,1130,1199,1233,1258,1292,1344,1396,1432,1469,1500,1523,1542,1580,1613,1632,1633
E06000005,Darlington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,6,9,12,14,16,17,26,28,32,37,43,53,55,76,87,107,121,125,134,149,153,160,170,175,181,189,194,207,217,218,218
E06000015,Derby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,5,6,7,11,17,20,24,34,37,45,59,76,97,108,116,124,145,165,187,211,241,260,282,300,302,304,318,329,340,352,365,374,378,383,391,395,406,409,413,422,425,431,431
E10000007,Derbyshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,6,6,7,7,8,11,13,19,21,29,35,45,62,71,82,90,101,121,143,175,196,216,236,264,301,328,367,418,469,495,530,563,571,596,632,675,711,737,760,781,810,841,872,900,938,945,972,995,1027,1035,1038
E10000008,Devon,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,11,14,15,19,19,20,20,21,22,24,30,32,35,39,41,44,44,47,48,52,57,63,78,93,105,118,128,137,152,177,200,219,252,272,286,311,323,344,372,388,419,443,468,493,513,544,558,565,583,597,604,604
E08000017,Doncaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,6,7,11,15,15,23,26,35,46,55,59,78,94,113,127,144,155,171,178,178,179,187,202,227,231,239,247,256,259,279,300,319,334,341,342,343,344,350
E06000059,Dorset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,7,8,8,10,11,13,16,19,25,29,31,34,44,50,58,65,77,82,97,107,122,129,135,147,156,173,190,202,205,210,214,222,230,234,243,251,257,264,267,272,272
E08000027,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,8,9,11,15,18,20,26,36,47,53,62,79,92,109,133,147,164,188,216,238,256,286,302,329,349,367,386,402,415,443,463,475,491,501,525,562,581,609,621,637,651,653,653
E09000009,Ealing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,6,7,8,8,13,23,27,30,32,40,54,62,80,98,114,125,143,172,207,242,272,309,329,354,382,421,447,488,518,544,558,588,632,668,698,743,769,790,824,851,893,909,926,939,950,969,983,988,988
E06000011,East Riding of Yorkshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,10,10,10,12,13,14,16,16,16,18,23,25,31,34,37,40,50,62,77,86,93,105,119,129,149,169,189,198,220,226,242,259,286,308,329,342,355,376,400,421,429,429
E10000011,East Sussex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,6,7,13,16,20,24,28,32,36,45,56,70,83,91,103,117,144,165,182,194,215,227,246,274,292,319,337,349,361,374,387,404,418,438,452,458,468,481,487,491
E09000010,Enfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,9,11,17,21,28,30,32,44,51,66,86,94,112,133,157,178,193,208,228,237,263,289,316,342,368,387,399,433,466,497,527,552,573,595,609,644,655,673,703,713,720,744,757,763,763
E10000012,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,5,5,5,6,8,11,18,29,33,39,44,54,63,73,88,107,137,188,225,293,355,425,482,536,612,699,807,907,1000,1084,1137,1237,1328,1419,1482,1539,1600,1647,1729,1779,1841,1895,1940,1980,2008,2069,2115,2119,2119
E08000037,Gateshead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,5,5,10,17,18,28,32,45,53,83,102,135,158,177,208,228,270,314,358,394,427,453,473,493,518,539,553,573,598,614,628,660,675,698
E10000013,Gloucestershire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,3,3,4,5,5,7,9,12,12,15,19,24,32,34,41,50,58,65,79,103,118,137,160,177,210,240,274,305,335,379,410,446,500,558,599,662,694,732,772,799,841,898,924,956,985,1005,1039,1053,1053
E09000011,Greenwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,8,14,19,21,27,32,46,58,64,78,96,102,115,132,151,162,180,196,208,221,251,280,303,326,339,360,397,413,436,454,468,479,493,504,533,547,556,564,570,574,582,588,592,592
E09000012,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,6,14,20,23,28,30,36,43,48,56,65,70,84,104,124,140,163,178,190,204,222,253,285,323,348,372,392,415,442,459,475,489,504,514,522,529,541,547,556,561,566,578,580,585,586
E06000006,Halton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,5,7,7,7,8,8,8,8,13,16,18,25,34,36,48,57,65,79,97,109,124,148,160,174,189,201,212,216,224,234,246,256,266,272,280,287,292,293,293
E09000013,Hammersmith and Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,6,9,20,21,24,26,29,32,40,49,52,60,72,86,100,114,132,156,164,176,183,195,212,238,260,279,295,305,321,343,362,372,388,392,399,408,417,445,470,485,489,495,503,517,524,524
